Variable Name,Variable Description Old,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Variable Description New,Full Name,Year,Demo File Name
LBXIN,Insulin (uU/mL),L10AM_C,"Plasma Fasting Glucose, Serum C-peptide & Insulin",2003,2004,Laboratory,None,Insulin (μU/mL),LBXIN: Insulin (μU/mL),2003-2004,DEMO_C
LBXBAP,Bone alkaline phosphotase (ug/L),L11_C,"C-Reactive Protein (CRP), Bone Alkaline Phosphatase (BAP) & Parathyroid Hormone (PTH)",2003,2004,Laboratory,None,Bone alkaline phosphotase (ug/L),LBXBAP: Bone alkaline phosphotase (ug/L),2003-2004,DEMO_C
LBXCRP,C-reactive protein (mg/dL),L11_C,"C-Reactive Protein (CRP), Bone Alkaline Phosphatase (BAP) & Parathyroid Hormone (PTH)",2003,2004,Laboratory,None,C-reactive protein(mg/dL),LBXCRP: C-reactive protein(mg/dL),2003-2004,DEMO_C
LBXPT21,Parathyroid Hormone(Elecys method) pg/mL,L11_C,"C-Reactive Protein (CRP), Bone Alkaline Phosphatase (BAP) & Parathyroid Hormone (PTH)",2003,2004,Laboratory,None,Parathyroid Hormone(Elecys method) pg/mL,LBXPT21: Parathyroid Hormone(Elecys method) pg/mL,2003-2004,DEMO_C
LBXP1,"Prostate specific antigen, total (ng/mL)",L11PSA_C,Prostate Specific Antigen (PSA),2003,2004,Laboratory,None,Total prostate specific antigen (ng/mL),LBXP1: Total prostate specific antigen (ng/mL),2003-2004,DEMO_C
LBXP2,"Prostate specific antigen (PSA), free (ng/mL)",L11PSA_C,Prostate Specific Antigen (PSA),2003,2004,Laboratory,None,Free prostate specific antigen (ng/mL),LBXP2: Free prostate specific antigen (ng/mL),2003-2004,DEMO_C
LBXTR,Triglyceride (mg/dL),L13AM_C,Cholesterol - LDL & Triglycerides,2003,2004,Laboratory,None,Triglyceride (mg/dL),LBXTR: Triglyceride (mg/dL),2003-2004,DEMO_C
URXUCR,"Creatinine, urine (mg/dL)",L16_C,Albumin & Creatinine - Urine,2003,2004,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2003-2004,DEMO_C
URXUCRSI,"Creatinine, urine (umol/L)",L16_C,Albumin & Creatinine - Urine,2003,2004,Laboratory,None,"Creatinine, urine (umol/L)","URXUCRSI: Creatinine, urine (umol/L)",2003-2004,DEMO_C
URXUMA,"Albumin, urine (ug/mL)",L16_C,Albumin & Creatinine - Urine,2003,2004,Laboratory,None,"Albumin, urine (ug/mL)","URXUMA: Albumin, urine (ug/mL)",2003-2004,DEMO_C
URXUMASI,"Albumin, urine (mg/L) SI",L16_C,Albumin & Creatinine - Urine,2003,2004,Laboratory,None,"Albumin, urine (mg/L) SI","URXUMASI: Albumin, urine (mg/L) SI",2003-2004,DEMO_C
LBXTO1,Toxoplasma (IgG),L17_C,Toxoplasma (IgG) & Toxoplasma (IgM),2003,2004,Laboratory,None,Toxoplasma (IgG),LBXTO1: Toxoplasma (IgG),2003-2004,DEMO_C
LBXTO2,Toxoplasma (IgM),L17_C,Toxoplasma (IgG) & Toxoplasma (IgM),2003,2004,Laboratory,None,Toxoplasma (IgM),LBXTO2: Toxoplasma (IgM),2003-2004,DEMO_C
LBXME,Measles,L19_C,"Measles, Rubella, & Varicella",2003,2004,Laboratory,None,Measles,LBXME: Measles,2003-2004,DEMO_C
LBXVAR,Varicella,L19_C,"Measles, Rubella, & Varicella",2003,2004,Laboratory,None,Varicella,LBXVAR: Varicella,2003-2004,DEMO_C
LBXDFS,Floor result in micrograms per square feet by graphite furnace atomic absorption spectrophotometric method.,L20_C,Lead - Dust,2003,2004,Laboratory,None,Floor result in micrograms per square feet by graphite furnace atomic absorption spectrophotometric method.,LBXDFS: Floor result in micrograms per square feet by graphite furnace atomic absorption spectrophotometric method.,2003-2004,DEMO_C
LBXDFSF,Floor result in micrograms per square feet by flame atomic absorption spectrophotometric method.,L20_C,Lead - Dust,2003,2004,Laboratory,None,Floor result in micrograms per square feet by flame atomic absorption spectrophotometric method.,LBXDFSF: Floor result in micrograms per square feet by flame atomic absorption spectrophotometric method.,2003-2004,DEMO_C
URXBP3,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3),L24EPH_C,Environmental Phenols,2003,2004,Laboratory,None,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3),URXBP3: Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3),2003-2004,DEMO_C
URXBPH,Urinary Bisphenol A,L24EPH_C,Environmental Phenols,2003,2004,Laboratory,None,Urinary Bisphenol A (ng/mL),URXBPH: Urinary Bisphenol A (ng/mL),2003-2004,DEMO_C
URXUCR,Urinary creatinine,L24EPH_C,Environmental Phenols,2003,2004,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2003-2004,DEMO_C
LBXEPAH,2-(N-Ethyl-perfluorooctane sulfonamido) acetic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,2-(N-Ethyl-perfluorooctane sulfonamido) acetic acid,LBXEPAH: 2-(N-Ethyl-perfluorooctane sulfonamido) acetic acid,2003-2004,DEMO_C
LBXMPAH,2-(N-Methyl-perfluorooctane sulfonamido) acetic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,2-(N-methylperfluoroctanesulfonamido)acetic acid (Me-PFOSA-AcOH) (ng/mL),LBXMPAH: 2-(N-methylperfluoroctanesulfonamido)acetic acid (Me-PFOSA-AcOH) (ng/mL),2003-2004,DEMO_C
LBXPFBS,Perfluorobutane sulfonic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorobutane sulfonic acid (ug/L),LBXPFBS: Perfluorobutane sulfonic acid (ug/L),2003-2004,DEMO_C
LBXPFDE,Pefluorodecanoic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorodecanoic acid (PFDeA) (ng/mL),LBXPFDE: Perfluorodecanoic acid (PFDeA) (ng/mL),2003-2004,DEMO_C
LBXPFDO,Perfluorododecanoic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorododecanoic acid (PFDoA) (ng/mL),LBXPFDO: Perfluorododecanoic acid (PFDoA) (ng/mL),2003-2004,DEMO_C
LBXPFHP,Perfluoroheptanoic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluoroheptanoic acid (ug/L),LBXPFHP: Perfluoroheptanoic acid (ug/L),2003-2004,DEMO_C
LBXPFHS,Perfluorohexane sulfonic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorohexane sulfonic acid (PFHxS) (ng/mL),LBXPFHS: Perfluorohexane sulfonic acid (PFHxS) (ng/mL),2003-2004,DEMO_C
LBXPFNA,Perfluorononanoic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorononanoic acid (PFNA) (ng/mL),LBXPFNA: Perfluorononanoic acid (PFNA) (ng/mL),2003-2004,DEMO_C
LBXPFOA,Perfluorooctanoic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorooctanoic acid,LBXPFOA: Perfluorooctanoic acid,2003-2004,DEMO_C
LBXPFOS,Perfluorooctane sulfonic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorooctane sulfonic acid,LBXPFOS: Perfluorooctane sulfonic acid,2003-2004,DEMO_C
LBXPFSA,Perfluorooctane sulfonamide,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluorooctane sulfonamide,LBXPFSA: Perfluorooctane sulfonamide,2003-2004,DEMO_C
LBXPFUA,Perfluoroundecanoic acid,L24PFC_C,Polyfluoroalkyl Chemicals,2003,2004,Laboratory,None,Perfluoroundecanoic acid (PFUA) (ng/mL),LBXPFUA: Perfluoroundecanoic acid (PFUA) (ng/mL),2003-2004,DEMO_C
URXECP,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),URXECP: Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),2003-2004,DEMO_C
URXMBP,Mono-n-butyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-n-butyl phthalate (ng/mL),URXMBP: Mono-n-butyl phthalate (ng/mL),2003-2004,DEMO_C
URXMC1,Mono-(3-carboxypropyl) phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-(3-carboxypropyl) phthalate (ng/mL),URXMC1: Mono-(3-carboxypropyl) phthalate (ng/mL),2003-2004,DEMO_C
URXMCP,Mono-cyclohexyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-cyclohexyl phthalate (ng/mL),URXMCP: Mono-cyclohexyl phthalate (ng/mL),2003-2004,DEMO_C
URXMEP,Mono-ethyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-ethyl phthalate (ng/mL),URXMEP: Mono-ethyl phthalate (ng/mL),2003-2004,DEMO_C
URXMHH,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),URXMHH: Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),2003-2004,DEMO_C
URXMHP,Mono-(2-ethyl)-hexyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-(2-ethyl)-hexyl phthalate (ng/mL),URXMHP: Mono-(2-ethyl)-hexyl phthalate (ng/mL),2003-2004,DEMO_C
URXMIB,Mono-isobutyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-isobutyl phthalate (ng/mL),URXMIB: Mono-isobutyl phthalate (ng/mL),2003-2004,DEMO_C
URXMNM,Mono-n-methyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-n-methyl phthalate,URXMNM: Mono-n-methyl phthalate,2003-2004,DEMO_C
URXMNP,Mono-isononyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-isononyl phthalate (ng/mL),URXMNP: Mono-isononyl phthalate (ng/mL),2003-2004,DEMO_C
URXMOH,Mono-(2-ethyl-5-oxohexl) phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),URXMOH: Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),2003-2004,DEMO_C
URXMOP,Mono-n-octyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-n-octyl phthalate (ng/mL),URXMOP: Mono-n-octyl phthalate (ng/mL),2003-2004,DEMO_C
URXMZP,Mono-benzyl phthalate (ng/mL),L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,Mono-benzyl phthalate (ng/mL),URXMZP: Mono-benzyl phthalate (ng/mL),2003-2004,DEMO_C
URXUCR,"Creatinine, urine (mg/dL)",L24PH_C,Phthalates - Urine,2003,2004,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2003-2004,DEMO_C
LBXBAPCT,Basophils percent (%),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Basophils percent (%),LBXBAPCT: Basophils percent (%),2003-2004,DEMO_C
LBXEOPCT,Eosinophils percent (%),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Eosinophils percent (%),LBXEOPCT: Eosinophils percent (%),2003-2004,DEMO_C
LBXHCT,Hematocrit (%),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Hematocrit (%),LBXHCT: Hematocrit (%),2003-2004,DEMO_C
LBXHGB,Hemoglobin (g/dL),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Hemoglobin (g/dL),LBXHGB: Hemoglobin (g/dL),2003-2004,DEMO_C
LBXLYPCT,Lymphocyte percent (%),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Lymphocyte percent (%),LBXLYPCT: Lymphocyte percent (%),2003-2004,DEMO_C
LBXMC,Mean cell hemoglobin concentration (g/dL),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Mean cell hemoglobin concentration (g/dL),LBXMC: Mean cell hemoglobin concentration (g/dL),2003-2004,DEMO_C
LBXMCHSI,Mean cell hemoglobin (pg),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Mean cell hemoglobin (pg),LBXMCHSI: Mean cell hemoglobin (pg),2003-2004,DEMO_C
LBXMCVSI,Mean cell volume (fL),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Mean cell volume (fL),LBXMCVSI: Mean cell volume (fL),2003-2004,DEMO_C
LBXMOPCT,Monocyte percent (%),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Monocyte percent (%),LBXMOPCT: Monocyte percent (%),2003-2004,DEMO_C
LBXMPSI,Mean platelet volume (fL),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Mean platelet volume (fL),LBXMPSI: Mean platelet volume (fL),2003-2004,DEMO_C
LBXNEPCT,Segmented neutrophils percent (%),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Segmented neutrophils percent (%),LBXNEPCT: Segmented neutrophils percent (%),2003-2004,DEMO_C
LBXPLTSI,Platelet count SI (1000 cells/uL),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Platelet count (1000 cells/uL),LBXPLTSI: Platelet count (1000 cells/uL),2003-2004,DEMO_C
LBXRBCSI,Red blood cell count (million cells/uL),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Red blood cell count (million cells/uL),LBXRBCSI: Red blood cell count (million cells/uL),2003-2004,DEMO_C
LBXRDW,Red cell distribution width (%),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,Red cell distribution width (%),LBXRDW: Red cell distribution width (%),2003-2004,DEMO_C
LBXWBCSI,White blood cell count (1000 cells/uL),L25_C,Complete Blood Count with 5-part Differential - Whole Blood,2003,2004,Laboratory,None,White blood cell count (1000 cells/uL),LBXWBCSI: White blood cell count (1000 cells/uL),2003-2004,DEMO_C
URXOP1,Dimethylphosphate (ug/L),L26OPD_C,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2003,2004,Laboratory,None,Dimethylphosphate (ng/mL),URXOP1: Dimethylphosphate (ng/mL),2003-2004,DEMO_C
URXOP2,Diethylphosphate (ug/L),L26OPD_C,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2003,2004,Laboratory,None,Diethylphosphate (ng/mL),URXOP2: Diethylphosphate (ng/mL),2003-2004,DEMO_C
URXOP3,Dimethylthiophosphate (ug/L),L26OPD_C,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2003,2004,Laboratory,None,Dimethylthiophosphate (ng/mL),URXOP3: Dimethylthiophosphate (ng/mL),2003-2004,DEMO_C
URXOP4,Diethylthiophosphate (ug/L),L26OPD_C,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2003,2004,Laboratory,None,Diethylthiophosphate (ng/mL),URXOP4: Diethylthiophosphate (ng/mL),2003-2004,DEMO_C
URXOP5,Dimethyldithiophosphate (ug/L),L26OPD_C,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2003,2004,Laboratory,None,Dimethyldithiophosphate (ng/mL),URXOP5: Dimethyldithiophosphate (ng/mL),2003-2004,DEMO_C
URXOP6,Diethyldithiophosphate (ug/L),L26OPD_C,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2003,2004,Laboratory,None,Diethyldithiophosphate (ng/mL),URXOP6: Diethyldithiophosphate (ng/mL),2003-2004,DEMO_C
URXUCR,"Creatinine, urine (mg/dL)",L26OPD_C,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,2003,2004,Laboratory,None,"Creatinine, urine (mg/dL)","URXUCR: Creatinine, urine (mg/dL)",2003-2004,DEMO_C
LBX028,PCB28 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB28 (ng/g),LBX028: PCB28 (ng/g),2003-2004,DEMO_C
LBX028LA,PCB28 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB28 Lipid Adjusted (ng/g),LBX028LA: PCB28 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX066,PCB66 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB66 (ng/g),LBX066: PCB66 (ng/g),2003-2004,DEMO_C
LBX066LA,PCB66 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB66 Lipid Adjusted (ng/g),LBX066LA: PCB66 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX074,PCB74 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB74 (ng/g),LBX074: PCB74 (ng/g),2003-2004,DEMO_C
LBX074LA,PCB74 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB74 Lipid Adjusted (ng/g),LBX074LA: PCB74 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX105,PCB105 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB105 (ng/g),LBX105: PCB105 (ng/g),2003-2004,DEMO_C
LBX105LA,PCB105 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB105 Lipid Adjusted (ng/g),LBX105LA: PCB105 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX118,PCB118 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB118 (ng/g),LBX118: PCB118 (ng/g),2003-2004,DEMO_C
LBX118LA,PCB118 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB118 Lipid Adjusted (ng/g),LBX118LA: PCB118 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX156,PCB156 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB156 (ng/g),LBX156: PCB156 (ng/g),2003-2004,DEMO_C
LBX156LA,PCB156 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB156 Lipid Adjusted (ng/g),LBX156LA: PCB156 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX157,PCB157 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB157 (ng/g),LBX157: PCB157 (ng/g),2003-2004,DEMO_C
LBX157LA,PCB157 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB157 Lipid Adjusted (ng/g),LBX157LA: PCB157 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX167,PCB167 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB167 (ng/g),LBX167: PCB167 (ng/g),2003-2004,DEMO_C
LBX167LA,PCB167 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB167 Lipid Adjusted (ng/g),LBX167LA: PCB167 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBX189,PCB189 (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB189 (ng/g),LBX189: PCB189 (ng/g),2003-2004,DEMO_C
LBX189LA,PCB189 Lipid Adjusted (ng/g),L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,PCB189 Lipid Adjusted (ng/g),LBX189LA: PCB189 Lipid Adjusted (ng/g),2003-2004,DEMO_C
LBXD01,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) (fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) (fg/g)","LBXD01: 1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) (fg/g)",2003-2004,DEMO_C
LBXD01LA,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) Lipid Adjusted (pg/g)","LBXD01LA: 1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
LBXD02,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)","LBXD02: 1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)",2003-2004,DEMO_C
LBXD02LA,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)","LBXD02LA: 1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
LBXD03,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)","LBXD03: 1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)",2003-2004,DEMO_C
LBXD03LA,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)","LBXD03LA: 1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
LBXD04,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) (fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) (fg/g)","LBXD04: 1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) (fg/g)",2003-2004,DEMO_C
LBXD04LA,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)","LBXD04LA: 1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
LBXD05,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) (fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) (fg/g)","LBXD05: 1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) (fg/g)",2003-2004,DEMO_C
LBXD05LA,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) Lipid Adjusted (pg/g)","LBXD05LA: 1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
LBXD07,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) (fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) (fg/g)","LBXD07: 1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) (fg/g)",2003-2004,DEMO_C
LBXD07LA,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) Lipid Adjusted (pg/g)","LBXD07LA: 1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
LBXF01,"2,3,7,8,-Tetrachlorodibenzofuran (tcdf)  (fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"2,3,7,8,-Tetrachlorodibenzofuran (tcdf)  (fg/g)","LBXF01: 2,3,7,8,-Tetrachlorodibenzofuran (tcdf)  (fg/g)",2003-2004,DEMO_C
LBXF01LA,"2,3,7,8,-Tetrachlorodibenzofuran (tcdf) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"2,3,7,8,-Tetrachlorodibenzofuran (tcdf) Lipid Adjusted (pg/g)","LBXF01LA: 2,3,7,8,-Tetrachlorodibenzofuran (tcdf) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
LBXF02,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) (fg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) (fg/g)","LBXF02: 1,2,3,7,8-Pentachlorodibenzofuran (pncdf) (fg/g)",2003-2004,DEMO_C
LBXF02LA,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) Lipid Adjusted (pg/g)",L28DFP_C,"Dioxins, Furans, & Coplanar PCBs",2003,2004,Laboratory,None,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) Lipid Adjusted (pg/g)","LBXF02LA: 1,2,3,7,8-Pentachlorodibenzofuran (pncdf) Lipid Adjusted (pg/g)",2003-2004,DEMO_C
